#{"t_start": 1656951953.065883, "env_id": "CustomHopper-target-v0"}
r,l,t
123.665612,66,8.383852
355.032867,171,16.617517
338.028486,157,24.818992
636.31736,243,33.106646
533.192581,224,41.255076
468.724412,215,49.456355
526.181714,224,58.052773
247.683725,139,66.750852
836.255168,423,75.099384
1254.987073,500,83.417182
1027.280854,317,91.641318
281.78178,136,99.806025
307.154564,139,107.988927
1055.92117,344,116.244305
585.484016,228,124.457889
1193.671326,370,132.732803
1467.397161,458,141.026703
888.450023,271,149.22471
794.501219,244,157.450236
801.492969,252,165.674215
794.315773,252,173.900261
1132.842951,346,182.1788
945.293091,292,190.407362
775.970228,260,198.594048
1162.059799,343,206.869373
1286.096966,390,215.155034
1502.34,447,223.476909
1412.783593,440,231.779816
1160.013224,366,240.01205
1217.031564,357,248.289994
765.069,238,256.498272
1150.114915,333,264.780379
921.765074,283,273.034119
885.01054,272,281.275151
1489.492763,452,289.592611
1124.623063,339,297.873378
341.434678,138,306.057968
860.550358,265,314.46084
876.631078,271,322.794667
1098.321301,333,331.088101
926.061197,279,339.345817
927.049904,284,347.595442
958.202412,295,355.856281
1039.18393,311,364.110719
840.917477,260,372.375515
1164.831138,366,380.715791
853.294068,281,388.961097
818.211529,265,397.17487
795.353262,258,405.39955
1632.025388,487,413.744172
