#{"t_start": 1656952366.8526673, "env_id": "CustomHopper-source-v0"}
r,l,t
25.62465,32,2.062036
14.489889,15,2.074557
115.987972,56,2.114312
25.936828,25,2.132138
11.903157,12,2.140599
8.191551,18,2.15419
18.856329,23,2.170598
24.404716,25,2.188394
56.874943,33,2.211762
30.37512,29,2.232562
8.107285,20,2.246822
75.13051,40,2.274524
23.48093,27,2.293716
15.564481,19,2.306927
52.687173,30,2.328593
7.62639,11,2.336127
95.434669,51,2.372391
29.868659,29,2.392721
128.302987,70,2.444203
46.032393,32,2.466975
68.652461,37,2.493118
9.570431,15,2.503697
20.094233,20,2.51832
4.086989,10,2.526169
6.85527,12,2.534635
6.226111,23,2.550745
70.488171,41,2.580271
133.740021,63,2.624756
5.865999,10,2.631791
6.748055,10,2.638904
25.225674,22,2.655019
8.958256,13,2.664427
11.129073,13,2.673282
11.778916,13,2.682291
75.544881,39,2.710281
7.568197,10,2.717319
18.8616,32,2.740457
28.228821,29,2.760434
13.768246,17,2.772617
7.461646,12,2.782032
16.678413,17,2.793823
15.046026,15,2.804436
3.840441,9,2.810713
17.599805,27,2.830234
3.774342,8,2.835731
75.200499,41,2.864858
26.85926,24,2.881463
9.97981,12,2.889585
63.546232,48,2.923732
8.563179,13,2.932599
6.939729,13,2.942267
9.090137,19,2.955132
66.099607,36,2.97994
107.251676,61,3.022359
5.188343,13,3.031715
7.414465,10,3.038333
5.525741,25,3.055793
6.131405,9,3.062016
77.414041,41,3.090568
25.217409,43,3.121035
56.124307,30,3.350384
63.628694,42,3.380748
17.154191,20,3.394681
114.971227,78,3.450501
100.764868,61,3.493483
10.775002,19,3.506656
60.189796,34,3.530823
52.691042,29,3.550802
61.21125,32,3.573739
95.226192,66,3.620001
116.838261,70,3.669458
95.48869,69,3.717302
10.358681,13,3.726183
53.404407,29,3.747304
82.643328,43,3.777513
8.637789,14,3.787125
81.806135,49,3.821251
57.647361,32,3.843327
144.856804,72,3.893818
79.494035,52,3.930659
55.730725,31,3.952652
37.651947,27,3.971514
18.493901,23,3.987981
112.355177,55,4.026256
23.917401,18,4.038471
48.441831,37,4.064032
4.850398,13,4.073903
70.419281,37,4.099232
102.562955,64,4.144658
51.036502,27,4.164168
13.386178,13,4.173123
28.529105,22,4.188169
63.528399,34,4.212743
77.652451,44,4.243898
89.703075,44,4.274564
79.240605,54,4.311994
17.075216,17,4.324531
64.377481,35,4.348688
101.80796,51,4.384203
108.198264,73,4.435425
6.674076,11,4.443794
88.361266,45,4.474856
9.171345,12,4.484069
84.783863,97,4.551567
68.411578,37,4.577935
70.848085,37,4.603491
81.055201,50,4.638587
6.893248,9,4.64485
107.376367,80,4.701794
82.008658,42,4.730538
104.461346,60,4.772382
68.276241,36,5.002205
73.801779,37,5.028488
200.826883,148,5.134336
84.612338,44,5.166412
74.462088,39,5.194474
44.455877,25,5.212261
85.822538,45,5.244443
65.642012,35,5.268925
62.7592,36,5.294836
148.002554,95,5.362466
68.612851,33,5.385576
81.499861,51,5.422025
79.842183,42,5.452547
81.173479,46,5.48541
51.688793,27,5.504657
59.210328,34,5.528741
71.119234,40,5.556504
72.202963,38,5.583694
48.088141,47,5.617167
126.654404,62,5.6616
80.739994,54,5.700686
92.269527,45,5.732014
137.308592,66,5.778967
20.32651,17,5.791198
81.920657,43,5.821799
91.480784,47,5.855679
81.168552,45,5.887954
102.219621,58,5.929491
87.746025,61,5.973092
75.026968,38,6.000633
106.754895,51,6.037222
99.216646,50,6.072532
5.789342,37,6.098755
111.46293,65,6.145503
144.015082,76,6.200852
97.743882,52,6.237691
72.669306,40,6.2666
94.052692,49,6.301015
69.545251,40,6.329364
82.805765,47,6.362501
11.830973,14,6.372669
79.588748,42,6.402063
115.091874,55,6.644083
74.492588,48,6.678286
70.314272,39,6.705857
59.207263,32,6.727982
99.559571,49,6.762216
84.264176,52,6.798787
60.707337,34,6.822589
49.172543,32,6.844942
111.928156,62,6.888378
56.663107,30,6.90989
157.45823,83,6.968016
78.759615,43,6.998628
140.726852,68,7.046082
40.56655,21,7.060633
71.431612,37,7.086628
60.980715,32,7.108594
46.479962,25,7.126759
112.570724,57,7.166374
41.990983,34,7.189665
85.975051,45,7.221637
109.643942,53,7.25825
51.777414,28,7.277979
71.86442,39,7.305241
88.474377,45,7.336405
254.330364,112,7.41403
73.660695,38,7.439826
57.154519,31,7.461969
80.523471,43,7.492661
142.409456,76,7.545442
149.36847,79,7.600281
50.045095,27,7.619682
50.262306,27,7.638582
100.199364,50,7.673569
69.810358,38,7.700455
91.768775,51,7.736105
70.572547,37,7.762
72.945885,39,7.789407
82.700225,43,7.818924
145.520023,68,7.867182
110.540196,54,7.904634
95.32393,54,7.94241
104.747477,54,7.980204
57.743178,32,8.003049
127.670082,58,8.043383
64.143272,37,8.068846
87.812952,45,8.304562
247.870498,122,8.389669
136.953514,76,8.442812
54.516201,29,8.463425
93.214875,50,8.498626
229.72024,106,8.571721
60.90619,35,8.595907
269.957059,168,8.713675
158.570289,69,8.761974
26.826223,24,8.778728
66.31701,36,8.80395
67.509011,39,8.831515
127.295777,61,8.873859
291.168097,183,9.001749
40.823276,29,9.021536
89.056281,45,9.052957
7.348999,11,9.0605
121.617467,56,9.099328
156.714782,75,9.151527
60.261725,32,9.174233
128.584936,62,9.217243
51.778862,34,9.241393
35.226326,37,9.267009
117.992871,64,9.311953
94.700866,49,9.346264
199.508768,103,9.41878
48.081162,26,9.436871
90.713129,50,9.47192
104.519961,64,9.516687
174.346516,98,9.585282
161.525436,74,9.637008
223.380522,132,9.932625
222.899473,131,10.023529
107.953161,54,10.061293
94.026761,48,10.095206
146.392358,99,10.164996
122.825026,75,10.217025
78.995527,45,10.248821
154.605012,79,10.304166
94.686169,51,10.339788
242.06164,119,10.423004
201.691593,113,10.501253
180.952324,95,10.566905
153.940891,75,10.619415
133.692682,70,10.667688
105.306785,62,10.711092
222.596586,111,10.788312
219.09651,105,10.861139
250.102273,134,10.95445
187.597117,94,11.019206
160.967112,83,11.077461
206.711918,115,11.15771
116.435446,57,11.19647
292.659267,149,11.300397
216.657462,123,11.599576
186.240509,85,11.65954
261.23928,116,11.740524
248.14249,131,11.831718
301.543085,243,12.002642
273.214266,137,12.098647
265.17493,147,12.20062
113.955129,57,12.239518
244.400936,109,12.314783
133.276133,73,12.366614
153.159761,77,12.421109
247.855513,103,12.491841
240.326165,123,12.576999
240.627181,128,12.666211
224.502969,124,12.752378
176.38846,107,12.826655
236.985354,117,12.908247
234.089151,133,13.204453
119.799606,62,13.247978
229.707866,151,13.352917
211.573491,121,13.437515
199.027714,101,13.508096
188.417257,103,13.579513
146.460691,82,13.636831
220.605471,103,13.709213
290.717504,152,13.815092
242.123204,118,13.897162
212.171908,103,13.968279
312.200015,153,14.074403
120.241979,87,14.135425
245.644229,113,14.214505
214.827468,113,14.293648
271.241806,152,14.39925
136.641364,68,14.445918
211.864652,113,14.524529
200.452238,123,14.610761
223.92032,114,14.893811
191.967961,109,14.971715
328.102231,167,15.089605
215.103987,107,15.165817
165.037968,83,15.224715
113.090351,59,15.266673
284.23005,130,15.358905
99.508592,54,15.396867
203.986319,118,15.479261
228.366598,116,15.560562
208.284778,123,15.645959
179.791138,105,15.71965
187.598894,104,15.792073
208.072726,101,15.862107
104.539254,54,15.900032
280.855204,128,15.988998
144.037142,86,16.049325
235.826189,123,16.135801
270.164325,137,16.230846
316.053085,146,16.630944
255.892371,134,16.724398
301.503929,133,16.817175
263.043703,120,16.901723
245.081581,133,16.994482
306.669467,162,17.106857
235.026339,119,17.190091
205.275229,101,17.26076
143.654223,77,17.313969
167.682402,85,17.373376
321.841293,149,17.475507
283.886842,135,17.568757
288.243583,151,17.674042
48.880093,32,17.6959
241.66459,115,17.776893
240.883005,162,17.890389
288.832779,153,18.20669
203.603975,106,18.280818
206.457791,98,18.34933
267.109998,140,18.446519
282.399805,138,18.543505
292.301301,120,18.627038
247.171117,146,18.729839
279.777347,118,18.811925
244.868033,119,18.894834
270.211716,129,18.984223
213.141924,151,19.091501
322.496455,152,19.198086
267.413115,160,19.310836
301.994852,136,19.406653
307.820418,157,19.514953
215.559107,109,19.590914
299.940753,145,19.902491
317.175637,140,20.001826
325.475332,173,20.124156
145.7918,83,20.18716
211.752115,107,20.262482
272.460355,143,20.362482
307.340983,138,20.462393
243.798967,105,20.536036
252.066298,140,20.636575
265.357995,136,20.732094
230.397331,147,20.8355
179.94638,85,20.895522
351.529329,179,21.022651
323.598944,128,21.113032
345.264933,165,21.230569
299.470382,135,21.529224
323.22878,141,21.628783
282.844803,119,21.711176
331.391946,142,21.810489
268.214189,113,21.889183
310.837046,145,21.98937
317.083895,140,22.088438
465.316102,195,22.223878
389.288532,185,22.352519
317.918108,136,22.447482
330.788718,158,22.558283
363.950888,151,22.664099
291.340312,124,22.751294
139.651556,87,22.812618
255.190487,138,23.112604
424.463152,286,23.314569
343.401122,132,23.407201
313.188108,132,23.499892
311.395594,138,23.597076
304.200194,177,23.721442
95.431699,56,23.761352
338.492571,136,23.856432
114.499258,98,23.92624
325.461961,142,24.025892
203.54845,116,24.107544
406.026833,191,24.2429
298.096948,116,24.324728
376.079935,190,24.457554
325.43285,149,24.763227
271.404349,140,24.861133
333.61527,133,24.954533
337.565386,154,25.06288
381.642615,181,25.189632
322.661774,134,25.283631
242.652067,111,25.360999
343.707605,144,25.461732
315.88235,137,25.557865
240.36061,146,25.659713
337.201614,141,25.758715
346.184846,190,25.891908
211.686865,107,25.96624
314.800569,138,26.062079
212.516878,107,26.13683
390.073066,201,26.480093
361.21859,150,26.583385
374.330491,173,26.703628
243.191557,114,26.782771
342.695742,138,26.878138
381.960577,166,26.994107
358.514438,180,27.118974
358.593126,154,27.226581
348.598694,146,27.327265
123.313546,72,27.376417
337.473963,147,27.47948
297.337034,120,27.562751
388.414745,185,27.690942
330.600655,150,27.795111
322.305182,160,28.111765
305.344893,140,28.21033
224.795086,111,28.289067
363.628873,197,28.426879
243.634256,111,28.504308
373.314226,148,28.607655
340.293837,160,28.720559
208.213071,96,28.787679
299.023236,145,28.889799
363.848624,159,29.000914
275.427053,133,29.095132
372.440115,158,29.205151
347.749042,152,29.311921
280.308017,123,29.397999
360.54826,146,29.700028
343.015084,150,29.805757
448.067443,201,29.946228
151.133047,81,30.002765
521.95202,224,30.160441
362.243573,153,30.268847
323.93483,158,30.379351
307.288097,131,30.472442
389.688642,171,30.591637
377.425583,153,30.699897
354.079603,152,30.806858
339.647242,129,30.896999
343.172606,133,30.991057
455.923117,193,31.329005
344.766492,149,31.432835
248.638923,107,31.506233
326.98434,128,31.596065
261.84812,132,31.687526
267.96286,119,31.770186
319.876059,123,31.855473
257.13994,131,31.946338
512.495924,253,32.120615
308.710186,123,32.20685
351.302251,131,32.297338
328.829271,127,32.385505
292.301755,110,32.462027
346.602266,135,32.556429
356.9715,154,32.663198
331.157028,133,33.071364
410.909864,162,33.184263
335.431765,135,33.277835
352.043323,152,33.383463
346.393846,142,33.482946
330.174311,153,33.588601
242.228791,103,33.660332
329.610665,126,33.747956
204.475719,99,33.817096
463.571839,190,33.948668
331.764229,134,34.041836
336.695658,140,34.139441
344.329955,147,34.242023
353.064074,137,34.337635
264.931842,131,34.629575
415.053548,173,34.750438
335.071599,139,34.847694
459.080212,192,34.981462
519.387678,214,35.129215
159.064285,106,35.202293
352.700047,140,35.299338
374.517683,148,35.403708
553.89449,213,35.550614
367.590332,140,35.648709
425.233368,169,35.766607
345.494018,134,35.85983
299.214312,127,35.947958
403.764827,156,36.256777
350.632313,143,36.357011
348.73032,140,36.454493
387.493902,169,36.572957
333.980371,142,36.671848
372.449049,153,36.779143
360.840881,143,36.878409
528.722813,226,37.036094
490.130753,240,37.202513
347.727913,146,37.304482
337.855578,131,37.396764
363.012176,148,37.49922
350.26904,140,37.597054
389.591424,146,37.897682
331.90706,149,38.001824
353.965307,151,38.107391
351.095272,147,38.209782
343.482314,141,38.307583
423.314295,196,38.444462
376.78766,154,38.55117
401.324281,167,38.667537
195.397604,92,38.732119
193.428376,111,38.809329
366.85296,151,38.913073
372.887422,138,39.0089
377.254319,152,39.114908
411.007928,181,39.242209
373.926785,147,39.544188
394.446563,158,39.654992
641.721938,314,39.872363
406.480406,150,39.976713
354.517328,142,40.076001
376.758114,154,40.182918
581.749077,217,40.333308
404.625484,191,40.466244
402.33906,158,40.576378
159.976558,86,40.635592
489.37836,197,40.772002
239.200574,114,40.850796
403.712285,159,41.16884
361.804355,148,41.271918
340.581437,142,41.371476
392.862045,150,41.475972
335.685825,158,41.585796
377.262211,142,41.684741
243.003669,111,41.762107
356.760106,136,41.856971
174.890804,86,41.917587
383.221679,156,42.026071
378.225962,145,42.126144
428.213222,185,42.255632
355.203125,131,42.346343
364.538157,169,42.464174
372.184447,139,42.758412
359.409586,152,42.864595
365.870176,142,42.963058
392.727942,170,43.081971
315.90923,132,43.172709
373.431709,165,43.288243
378.46358,140,43.385121
517.405992,212,43.532536
482.79159,182,43.65859
306.238513,121,43.742404
378.190209,162,43.854055
326.505147,152,43.960393
319.089918,123,44.044892
384.944877,163,44.158783
370.925758,139,44.465428
341.219762,124,44.551423
405.290913,151,44.655638
398.490023,155,44.764174
353.268497,143,44.864206
382.099138,157,44.973366
271.1761,105,45.047938
345.005638,133,45.140376
375.546906,145,45.241753
336.523902,128,45.332675
318.697455,126,45.420844
351.40892,142,45.518664
375.604938,142,45.617874
308.665566,121,45.702013
364.688251,140,45.798354
356.950116,133,46.099028
637.662714,234,46.263853
429.561493,168,46.383112
337.598852,126,46.472255
403.83528,149,46.577378
350.991896,136,46.673419
365.254937,133,46.767098
326.143811,142,46.867989
418.88953,156,46.977211
389.583695,139,47.075786
419.168742,168,47.194959
386.368312,144,47.29663
1029.739124,371,47.756053
381.630327,142,47.85497
406.724903,153,47.963253
418.071991,155,48.070909
602.979914,231,48.232349
396.930866,143,48.333323
410.014388,157,48.442035
633.043739,220,48.595488
432.616083,160,48.707461
238.134394,111,48.785552
411.716869,146,48.887474
665.436653,227,49.043688
362.668547,130,49.469371
398.910725,168,49.587848
516.313163,218,49.74132
431.155563,171,49.860917
193.140131,101,49.931382
365.02186,144,50.033698
404.793894,157,50.144477
363.956331,146,50.247993
385.079421,140,50.346355
368.505299,133,50.439988
344.780394,125,50.528637
377.670321,146,50.631962
343.272124,129,50.723321
415.440795,163,51.042543
377.108795,146,51.145714
385.600784,145,51.248587
377.341347,141,51.347632
527.576067,191,51.480973
378.042659,148,51.58535
353.435252,137,51.681354
453.565036,178,51.805739
374.833417,141,51.905034
360.204655,133,51.998613
380.850724,148,52.102612
580.018072,219,52.25415
575.445727,201,52.392651
369.803699,135,52.689937
357.300735,130,52.780831
401.219607,152,52.88685
393.534007,150,52.991384
465.095231,174,53.11159
458.061394,189,53.242884
386.101382,139,53.339589
397.057124,149,53.443538
619.035902,208,53.588461
391.165367,147,53.690288
366.262354,135,53.785256
284.950281,134,53.878552
377.122094,146,53.980686
421.555483,159,54.292422
379.688846,155,54.402088
525.585656,192,54.536186
386.341312,150,54.641248
600.494751,203,54.782932
392.315565,154,54.891043
372.977198,145,54.992533
364.410424,136,55.087812
393.885279,148,55.19125
380.415802,140,55.289212
389.013074,143,55.388822
396.44345,146,55.490385
384.412156,139,55.587825
406.848378,161,55.699602
364.536799,168,56.015188
383.754694,142,56.114571
375.383846,136,56.209933
385.355988,140,56.307333
309.850662,126,56.395713
594.44768,205,56.538079
372.818884,140,56.63621
393.751876,144,56.736285
382.346485,137,56.832015
396.167786,148,56.935279
387.573166,146,57.036932
378.805419,145,57.138137
364.828645,138,57.234059
385.110092,142,57.333368
426.468885,175,57.656919
372.945647,129,57.747353
364.006392,141,57.845066
370.378341,143,57.944588
369.64646,134,58.037657
396.01769,150,58.142144
444.034832,167,58.258258
397.220022,151,58.363015
387.183359,147,58.465864
383.070744,142,58.564361
387.639832,141,58.662657
402.789422,149,58.766465
374.934921,137,58.861508
391.389162,145,58.962815
464.630879,195,59.300106
386.800994,137,59.395622
398.151642,146,59.498084
372.038082,135,59.59087
472.70708,170,59.709145
369.259588,133,59.801348
508.552658,173,59.921397
539.319232,189,60.05228
267.699415,135,60.145825
445.870178,164,60.259996
368.032176,132,60.351703
583.178648,191,60.483648
382.595994,139,60.579218
518.863631,176,60.907907
623.100332,222,61.06239
377.330247,135,61.156085
609.70026,201,61.296812
623.262709,211,61.443723
562.591374,189,61.57546
371.82718,138,61.673036
287.143101,115,61.754354
383.389244,138,61.85068
543.237922,187,61.981489
538.766849,190,62.113878
446.553658,158,62.224083
436.202714,167,62.542737
351.826453,121,62.626622
468.956633,165,62.741188
599.382001,199,62.880354
379.632235,149,62.984029
571.692396,202,63.124646
486.72368,166,63.239689
223.459733,100,63.310428
634.618808,215,63.459567
486.08749,167,63.574519
620.872991,217,63.725291
571.9695,191,63.859242
457.492576,161,64.177842
598.990073,199,64.315663
382.923775,137,64.410793
564.059798,191,64.545327
491.449261,186,64.675753
546.717381,187,64.806591
384.89491,144,64.906035
370.632733,136,64.999803
370.052391,145,65.102083
468.213736,164,65.216968
588.166241,196,65.351922
498.567988,171,65.471484
604.990314,221,65.92292
122.674068,63,65.966541
485.399895,217,66.115566
239.772964,129,66.204536
303.217829,137,66.300191
217.741652,117,66.381455
693.109478,245,66.550234
300.265142,131,66.640339
587.263791,221,66.792466
287.550453,129,66.88206
230.141505,127,66.969999
643.597385,214,67.117585
744.27994,255,67.504847
681.446062,330,67.733199
684.944072,224,67.890213
578.563532,187,68.019645
517.795196,183,68.146593
246.085254,129,68.235791
622.609212,202,68.374516
260.133656,127,68.462552
734.888575,315,68.680677
154.005536,108,68.754697
634.756136,201,69.093524
879.380728,293,69.29482
177.293874,80,69.350798
721.146634,245,69.520022
658.457314,214,69.66741
424.892082,211,69.812609
533.409579,221,69.964794
611.722683,207,70.107826
281.382368,143,70.206291
866.295078,289,70.40567
1298.98304,500,70.948916
1003.502291,372,71.206714
1254.207724,500,71.551606
593.964363,193,71.685386
691.142084,231,71.844973
1155.004223,398,72.317415
622.841473,280,72.511606
739.888182,295,72.715382
187.731467,89,72.777941
852.629121,337,73.01118
664.605567,320,73.232303
545.471119,192,73.365169
169.142604,83,73.423043
865.277455,314,73.639762
607.378952,220,73.996228
869.352034,322,74.218764
795.291747,278,74.411015
481.757517,166,74.527588
821.157244,271,74.716191
488.724274,179,74.841082
511.679884,190,74.973656
909.260309,308,75.187469
680.673341,230,75.547039
557.774217,192,75.680845
1256.59506,500,76.02762
662.570795,226,76.185487
668.805585,244,76.35557
649.131721,229,76.514911
631.579275,209,76.659537
229.808671,130,76.749775
505.5305,183,76.877548
452.134296,161,77.191927
447.668259,157,77.300613
548.040081,207,77.444533
531.995083,187,77.574495
743.044713,257,77.751379
614.881561,213,77.898806
569.089592,189,78.028202
1127.445836,432,78.324209
632.655857,215,78.472316
614.732136,199,78.810458
625.403742,208,78.953871
917.988469,315,79.171092
866.410777,287,79.369315
863.585903,301,79.577141
581.953646,197,79.713065
203.156151,92,79.77756
573.952496,202,79.917242
1194.777979,500,80.458704
487.290272,168,80.576041
648.548316,210,80.720956
882.586886,308,80.934517
855.476334,290,81.135058
541.275392,193,81.269689
436.587916,161,81.381604
624.303088,226,81.537741
598.743214,193,81.671716
774.158436,282,82.290376
578.523298,210,82.436099
856.233889,292,82.637848
389.443537,145,82.738739
597.569178,217,82.888602
604.747977,251,83.063063
826.89023,287,83.261802
625.407791,206,83.40509
734.592416,243,83.770247
1159.234566,399,84.046031
481.868509,177,84.16896
663.760253,232,84.329696
894.059825,303,84.53892
915.33734,307,84.750309
875.757362,305,84.960401
589.483112,207,85.102521
805.775504,266,85.483782
1029.261927,347,85.722275
822.261901,286,85.918734
870.354809,283,86.113597
854.456131,273,86.301052
437.5832,159,86.410802
1038.501126,361,86.658467
840.94609,272,87.043456
570.718431,196,87.179086
898.393765,319,87.400485
951.48235,425,87.694497
243.550171,130,87.784734
1016.75816,449,88.095531
1093.534808,405,88.574756
835.626727,287,88.773242
1246.838256,413,89.057493
1155.472104,500,89.403205
926.773189,315,89.621054
1330.77012,481,89.952146
1315.7094,500,90.499069
837.925114,291,90.699949
973.02684,338,90.931858
1105.473177,500,91.276138
1184.657188,500,91.825037
1120.455829,372,92.082078
1150.250692,500,92.425972
591.125369,198,92.562513
628.757249,210,92.707918
1130.561004,372,92.963781
1093.241165,359,93.413653
818.55811,288,93.613112
820.856845,272,93.802981
1054.943565,359,94.051693
1302.810594,442,94.356457
859.696746,287,94.55535
217.055985,94,94.622393
909.729784,305,95.033012
850.069871,284,95.230273
636.204233,209,95.375946
625.558639,210,95.520758
653.065174,229,95.6793
983.174747,344,95.917537
560.943362,185,96.0452
1115.89319,365,96.297748
820.256607,272,96.685356
1385.531541,461,97.004132
833.399704,281,97.197511
1073.93947,394,97.469893
954.340342,314,97.686361
987.759881,323,97.909101
390.91932,141,98.500996
377.177689,142,98.599625
362.324901,135,98.693567
584.198739,195,98.828323
469.480692,166,98.942422
392.730021,140,99.040425
581.707071,198,99.177196
540.026079,183,99.303807
558.689773,194,99.437472
586.700609,198,99.574446
633.776785,208,99.719393
577.183321,191,100.050981
649.71198,223,100.20702
661.127127,222,100.35954
646.225767,223,100.513597
560.882437,190,100.644724
568.036203,192,100.777016
571.797481,191,100.908626
527.00606,181,101.033162
654.535694,224,101.187485
579.862797,197,101.323527
442.41611,160,101.434055
626.790372,214,101.785183
729.649218,250,101.958155
582.814635,196,102.093533
822.304444,281,102.286757
663.259175,225,102.443047
675.310698,235,102.605874
573.867344,206,102.748872
600.489555,210,102.893653
718.781059,244,103.261634
755.60172,268,103.447717
582.932284,198,103.584984
637.817011,219,103.736784
645.82238,230,103.896536
798.934051,266,104.07988
610.346236,219,104.232239
894.946996,301,104.440179
598.714911,201,104.579077
725.855516,248,104.94852
522.396335,183,105.075302
496.144949,183,105.202027
631.8787,222,105.35622
573.795092,211,105.501989
730.210756,245,105.671251
677.361183,231,105.830897
737.997213,238,105.995638
506.818463,189,106.126689
850.387332,289,106.523276
741.704666,260,106.702672
635.054889,217,106.852876
552.406277,200,106.991101
649.734603,222,107.144235
813.528585,269,107.3289
787.467168,266,107.512989
882.794995,299,107.718545
619.944191,220,107.870349
776.261413,268,108.252806
615.890254,205,108.395641
863.253595,293,108.598403
659.921874,228,108.756483
924.025231,310,108.971186
674.590358,226,109.127319
700.976666,235,109.290017
669.618035,229,109.448486
907.745413,315,109.873379
1056.829805,354,110.118718
814.200003,282,110.314451
667.473286,231,110.474301
845.482438,276,110.665719
833.229577,275,110.856179
775.583792,262,111.037729
930.072446,305,111.450427
859.341816,286,111.651926
755.074183,248,111.825944
589.073735,196,111.963747
1133.85146,369,112.222167
577.121562,205,112.366361
873.639265,310,112.58272
785.3706,262,112.764565
842.665033,279,113.160396
648.523655,233,113.324092
1283.800547,418,113.614121
1301.703451,422,113.906872
973.146472,310,114.123864
978.247941,330,114.352165
1358.317667,500,115.217209
1435.766944,484,115.552882
1267.346365,500,115.89901
1412.671984,500,116.245286
1276.822593,500,116.799323
1496.19141,500,117.144735
1302.158213,500,117.488797
1472.502583,500,117.833878
1459.510565,500,118.382927
1546.418981,485,118.716976
1405.484839,500,119.063088
1196.843616,500,119.408802
1337.162194,500,119.958279
1495.841975,500,120.303308
1066.016123,322,120.526804
1253.223061,500,120.871157
1262.62627,500,121.419716
991.734272,308,121.633414
1337.59521,500,121.9792
1585.758506,488,122.314441
1443.631634,438,122.616592
1107.502572,346,123.054835
1333.907713,440,123.358992
1082.839671,320,123.579202
1559.916545,500,123.922645
1360.47316,437,124.223926
1539.107029,500,124.765345
1503.883292,480,125.095606
1614.801896,500,125.439198
890.808294,261,125.618907
888.369321,277,125.80831
1600.94218,488,126.342165
1202.821776,420,126.630989
563.973939,184,126.757926
1056.026354,326,126.981853
858.416484,272,127.169414
1024.693239,309,127.381192
882.810735,269,127.567213
800.872605,241,127.938267
1402.51603,500,128.282256
1435.61123,439,128.582856
1464.260057,471,128.905797
843.538391,247,129.076176
997.821416,295,129.476686
447.865053,154,129.583852
900.1301,268,129.767904
1590.287698,476,130.094809
1498.526333,500,130.437681
965.133279,291,130.637498
1263.714932,500,131.603902
598.170404,200,131.742142
1332.959573,500,132.08593
1245.524055,379,132.346032
1353.460323,412,132.629016
1329.063869,419,133.115171
881.180305,266,133.297423
1430.385811,500,133.639592
1304.098672,500,133.985632
1354.850366,500,134.533832
1254.658335,377,134.79286
1465.559159,500,135.13844
1569.531528,500,135.481595
826.239484,248,135.652665
1293.093433,500,136.20627
874.15695,268,136.391024
1490.976374,500,136.734503
