#{"t_start": 1656951953.065759, "env_id": "CustomHopper-source-v0"}
r,l,t
10.130472,23,1.992651
7.854344,10,2.001403
74.225007,46,2.039145
7.784763,18,2.05583
19.782246,19,2.072836
25.62465,32,2.102461
14.489889,15,2.116104
115.987972,56,2.163462
25.936828,25,2.186394
11.903157,12,2.195251
8.191551,18,2.208371
18.856329,23,2.229313
24.404716,25,2.249898
56.874943,33,2.280373
30.37512,29,2.30298
8.107285,20,2.317626
75.13051,40,2.350814
23.48093,27,2.369763
15.564481,19,2.383211
52.687173,30,2.405095
7.62639,11,2.413141
95.434669,51,2.450572
29.868659,29,2.475975
128.302987,70,2.530071
46.032393,32,2.552263
68.652461,37,2.578701
9.570431,15,2.589474
20.094233,20,2.60441
4.086989,10,2.611352
6.85527,12,2.619718
6.226111,23,2.635858
70.488171,41,2.665482
133.740021,63,2.70979
5.865999,10,2.71671
6.748055,10,2.724605
25.225674,22,2.739803
8.958256,13,2.74859
11.129073,13,2.757719
11.778916,13,2.767839
75.544881,39,2.795572
7.568197,10,2.802567
18.8616,32,2.825573
28.228821,29,2.846068
13.768246,17,2.858111
7.461646,12,2.866396
16.678413,17,2.878231
15.046026,15,2.889983
3.840441,9,2.896422
17.599805,27,2.915684
3.774342,8,2.921538
75.200499,41,2.952049
26.85926,24,2.968977
9.97981,12,2.978002
63.546232,48,3.011295
8.563179,13,3.020998
6.939729,13,3.029886
9.090137,19,3.043345
66.099607,36,3.068847
107.251676,61,3.111883
5.188343,13,3.121089
7.414465,10,3.127901
5.525741,25,3.146594
6.131405,9,3.152859
77.414041,41,3.181868
25.217409,43,3.211589
55.907555,30,3.433416
63.672499,42,3.462719
17.309424,20,3.47735
116.629378,78,3.532251
100.12484,61,3.575343
10.853849,19,3.588747
60.100171,34,3.613194
52.468879,29,3.633335
59.093455,31,3.655624
9.554186,20,3.669679
78.28923,48,3.703727
110.404454,68,3.752229
97.602254,66,3.799254
11.574553,14,3.810293
56.305129,31,3.832087
79.209594,41,3.860885
73.656208,38,3.887279
8.017073,20,3.902892
68.644479,36,3.927677
148.238864,72,3.979243
51.773015,51,4.015797
11.23061,12,4.024151
104.927621,58,4.065088
101.907495,50,4.100436
47.747318,38,4.126684
44.60754,36,4.152489
6.485165,14,4.162473
70.878267,38,4.189783
100.197205,63,4.234017
50.155635,27,4.252755
14.198257,13,4.261688
12.663453,14,4.272177
8.872808,10,4.279176
59.813189,33,4.301939
72.802185,42,4.331813
80.936027,41,4.361702
87.752645,53,4.399387
20.404399,22,4.414823
62.025098,34,4.439839
84.346233,43,4.469262
62.859524,36,4.495166
34.858286,35,4.51982
13.197669,17,4.531976
97.9698,48,4.565945
16.475572,17,4.577857
78.625535,58,4.618344
6.689612,11,4.626021
81.39997,54,4.664329
74.688366,39,4.692543
62.769028,35,4.716311
113.381359,85,4.776563
10.035461,13,4.785746
54.598911,31,4.807609
62.455965,36,4.832355
29.357634,24,4.849808
16.914674,16,4.861072
13.305134,13,5.070205
64.058299,35,5.09436
62.445054,33,5.117866
207.908906,144,5.220592
85.765352,51,5.257015
71.986413,40,5.285738
41.795881,23,5.302099
81.872325,44,5.333276
66.440092,36,5.358932
111.779691,74,5.411438
58.619501,32,5.43392
88.626335,57,5.474554
92.879868,63,5.518694
69.998015,38,5.544999
80.567071,48,5.578691
73.787413,44,5.610009
57.9784,31,5.631222
64.80166,42,5.661149
51.257336,56,5.700636
102.66222,54,5.739341
89.907842,61,5.782441
105.860589,50,5.817527
137.288659,66,5.863786
9.327398,10,5.87075
84.870501,45,5.902729
96.984851,49,5.937369
80.79018,49,5.971626
137.534202,80,6.028795
78.589983,48,6.062513
64.878264,33,6.085596
97.432665,49,6.120192
87.221949,45,6.152014
4.1084,35,6.176371
113.993762,69,6.225452
146.191928,77,6.279229
99.488894,52,6.316203
77.044081,50,6.351324
81.195592,47,6.38424
81.940105,54,6.422393
136.688124,66,6.468307
54.905701,31,6.490496
19.800645,16,6.501456
107.889239,66,6.74716
72.608926,43,6.778772
68.229475,37,6.805025
80.6145,43,6.83652
89.413388,56,6.876725
296.59923,124,6.963284
68.518652,37,6.989802
31.860839,31,7.011104
81.734039,44,7.042472
101.945773,59,7.083529
96.618107,53,7.121091
95.790097,47,7.153765
65.814327,35,7.177907
55.658482,32,7.200803
129.135307,65,7.246082
27.68661,26,7.263924
101.580922,53,7.301419
134.632607,67,7.348034
100.464057,60,7.39036
248.126891,141,7.489389
84.988111,44,7.519811
91.138885,49,7.553782
68.070373,38,7.581296
131.405521,66,7.628562
66.676523,44,7.660531
55.999043,29,7.680569
63.427374,35,7.70529
78.948364,45,7.737136
102.250064,54,7.774456
92.909293,62,7.818072
70.518894,37,7.843537
97.744438,58,7.884647
58.961632,31,7.907047
159.799935,87,7.967206
100.862824,52,8.003685
92.511213,48,8.0375
70.983748,48,8.07131
153.964996,72,8.121279
177.915442,89,8.452128
276.246796,146,8.55305
119.249352,72,8.602656
159.5203,80,8.658918
82.698888,50,8.693918
7.756685,10,8.700857
312.826499,157,8.809158
155.953241,80,8.865466
120.571617,63,8.909181
69.782033,43,8.939459
150.388285,72,8.98914
260.689966,142,9.087944
23.503576,21,9.103087
47.172577,34,9.126884
88.270466,47,9.15995
7.070568,11,9.167438
20.000589,19,9.180343
107.307729,55,9.219228
131.704368,70,9.26799
58.465527,33,9.29143
79.049232,48,9.324847
46.206103,33,9.347484
44.249481,39,9.375054
109.781617,64,9.420275
76.149088,45,9.4516
187.554269,97,9.519177
57.979901,33,9.542328
214.823846,119,9.62461
193.264126,94,9.690753
178.405324,88,9.751605
238.242573,134,10.049607
192.177163,104,10.122877
117.563627,61,10.165022
119.48806,62,10.208144
227.569066,133,10.300975
133.374334,73,10.351805
149.773409,82,10.409738
75.339005,46,10.441868
215.954202,112,10.519856
179.181907,97,10.587376
233.844789,132,10.679285
210.192194,106,10.753633
129.461479,89,10.816236
224.321672,119,10.89929
189.724631,100,10.969439
233.373785,115,11.049998
127.192,69,11.098009
256.662368,130,11.189405
310.373261,157,11.298295
214.556828,115,11.379231
203.882791,104,11.45242
233.3906,121,11.737728
245.31953,127,11.827185
175.519488,117,11.908868
279.892627,168,12.026223
279.197733,160,12.138316
273.431753,131,12.228967
247.756969,134,12.32406
124.744748,66,12.370076
306.945748,141,12.467329
288.042753,145,12.568239
120.648558,66,12.615047
211.472003,114,12.694389
254.794876,157,12.804059
99.92211,56,12.843207
301.23802,154,12.951506
278.687295,137,13.047553
277.226185,133,13.338191
113.450299,66,13.384595
252.461611,121,13.469818
182.143966,113,13.549396
252.824102,153,13.657052
183.232261,98,13.725596
158.803259,89,13.7877
182.958042,125,13.874232
210.181981,113,13.95374
249.189756,126,14.041725
258.881293,122,14.127038
283.527556,159,14.237382
287.970818,152,14.343628
288.059631,136,14.437636
274.008245,149,14.540804
246.774117,131,14.632628
264.943959,147,14.933325
305.58118,164,15.047914
317.669462,155,15.155964
247.37192,177,15.280128
298.979449,141,15.377657
197.274765,116,15.458181
376.851187,197,15.595575
337.973464,159,15.706184
318.923405,183,15.833277
350.612049,196,15.969227
147.669881,86,16.029042
335.941221,162,16.140948
282.025193,157,16.250973
130.462255,78,16.675716
316.026084,146,16.777643
217.160852,119,16.859803
383.604885,198,16.997038
326.156236,166,17.112356
325.353991,142,17.211633
171.088715,101,17.281724
336.673743,186,17.409837
303.108005,147,17.511428
351.529973,171,17.629582
344.726958,169,17.746995
333.425551,167,17.863051
22.365117,22,17.878199
331.313789,145,17.978421
310.273086,170,18.301707
369.050929,189,18.433495
311.732397,146,18.535732
311.053245,151,18.639625
327.98138,152,18.745401
321.213232,154,18.852062
357.465218,161,18.964647
329.147863,157,19.079003
367.050034,179,19.204147
354.122799,145,19.304684
271.392339,122,19.389624
395.676398,191,19.52288
342.08602,167,19.639145
316.415453,136,19.932503
332.213515,151,20.038218
320.173769,141,20.135949
335.847379,152,20.24144
228.420633,126,20.329506
366.37744,180,20.455153
285.999296,148,20.558211
380.880793,163,20.671839
372.053049,185,20.800016
353.213069,173,20.920299
321.081989,157,21.029108
358.4831,171,21.1466
338.814073,154,21.254721
343.679693,162,21.570801
331.143496,146,21.673237
316.861053,139,21.769886
348.220517,171,21.888804
291.618977,187,22.019527
307.198076,134,22.112939
202.297744,101,22.183839
284.507651,156,22.292673
352.562618,183,22.419703
367.475543,150,22.523126
325.912224,150,22.627616
374.248751,177,22.749513
264.9872,135,22.843507
306.656392,135,23.140575
285.069181,149,23.244512
364.653117,156,23.352213
318.329248,139,23.448617
316.986787,141,23.546553
331.071664,164,23.660762
374.616637,173,23.780419
369.79693,137,23.875961
319.284224,176,23.998516
222.79588,134,24.091255
323.191923,174,24.210641
340.375016,147,24.311975
328.454482,146,24.413354
367.215758,157,24.520764
369.013819,186,24.955229
325.69819,138,25.051548
378.679347,181,25.177619
350.527907,170,25.296829
304.745693,122,25.382687
361.140054,146,25.485738
346.819845,159,25.599973
335.929387,139,25.697734
325.966157,132,25.791202
265.286937,138,25.889644
329.924335,143,25.990577
330.233322,137,26.088162
325.396826,142,26.188113
337.302127,147,26.49524
349.453708,146,26.598578
327.418357,134,26.69262
351.053058,152,26.800643
303.719474,134,26.894744
267.883034,130,26.98689
343.743281,151,27.094503
334.525838,146,27.196977
311.068502,132,27.290467
324.944049,135,27.386023
348.503053,168,27.504164
368.808916,145,27.607101
316.49325,141,27.705739
318.52412,136,27.802094
325.825551,134,27.896034
336.234307,137,28.196961
321.339707,136,28.293967
297.728596,126,28.383431
328.9333,135,28.478224
352.900259,150,28.58489
377.773198,176,28.708138
365.163763,164,28.823494
327.567649,147,28.928273
378.453066,156,29.038705
358.199668,145,29.140473
210.60822,113,29.219593
355.361365,145,29.320737
335.854244,143,29.421242
340.741939,133,29.513454
420.071499,162,29.828419
332.585122,137,29.924345
341.538324,159,30.034404
292.62068,126,30.122153
502.130113,206,30.264416
342.847108,143,30.363351
405.365531,160,30.474708
278.86761,142,30.57349
344.00838,144,30.674344
340.584297,140,30.771366
320.536567,151,30.876888
361.367214,158,30.985709
322.408111,135,31.078926
352.429311,145,31.179793
249.502777,105,31.450631
395.790357,177,31.572385
345.777288,139,31.668306
397.994983,149,31.771334
355.403194,138,31.866235
391.58845,149,31.970138
435.778563,201,32.108402
363.669659,158,32.218881
399.567494,150,32.322225
309.892507,132,32.413223
334.70078,142,32.512163
330.028668,148,32.615083
365.40367,143,32.714442
375.707706,157,33.219738
274.479121,141,33.317236
366.954017,166,33.432494
426.703223,199,33.569564
671.504739,267,33.753187
410.985122,183,33.880236
349.083795,144,33.979768
339.697701,145,34.080174
538.270285,215,34.22847
412.505189,194,34.362717
288.557379,142,34.460802
1010.227156,390,34.932176
1053.169968,413,35.215298
566.781417,244,35.382812
278.67054,175,35.502617
556.863135,209,35.646593
632.946725,271,35.833117
502.952626,202,35.9724
469.378468,201,36.11103
570.704522,202,36.447986
479.037239,204,36.588766
254.746586,129,36.677446
314.323188,142,36.775535
248.50786,132,36.86673
490.88653,182,36.991631
651.262243,262,37.17069
569.921267,280,37.363838
493.4597,190,37.494288
417.337545,179,37.617327
627.84191,223,37.968706
757.202116,315,38.186144
311.941449,147,38.28768
269.718281,142,38.385684
359.644562,177,38.508568
740.665224,263,38.688902
561.318084,221,38.840407
662.48468,264,39.022019
739.080756,292,39.223253
537.49636,208,39.564813
1059.573861,376,39.823099
851.729956,371,40.078021
621.177365,238,40.241616
231.391071,107,40.316162
588.064047,225,40.47097
667.400361,244,40.639773
615.543167,214,40.786484
504.579719,209,40.930593
656.675157,239,41.470554
715.45417,320,41.691116
219.591655,119,41.773023
420.662328,190,41.903707
589.758755,207,42.045645
139.159821,75,42.09842
309.994897,158,42.207185
797.280053,295,42.409498
781.59025,281,42.602636
367.121852,152,42.707291
596.125394,216,43.052254
1099.4918,390,43.320198
880.16534,329,43.545542
551.18383,200,43.684142
618.244168,224,43.837118
573.769169,199,43.974747
945.104119,334,44.203366
757.502735,283,44.59654
601.745228,218,44.745996
769.15989,266,44.928128
775.002815,268,45.111985
397.289385,163,45.223847
853.776987,373,45.479915
396.230125,148,45.581313
750.756369,276,45.770595
168.278482,79,45.825636
821.009271,280,46.216527
1103.113143,423,46.508569
539.786028,185,46.63633
843.69059,306,46.848541
648.658782,250,47.022344
613.01781,224,47.17705
1129.023157,399,47.45298
566.940856,206,47.79828
661.964127,240,47.963518
616.693273,215,48.112708
1245.652586,446,48.419323
869.392625,363,48.66867
617.03183,280,48.861053
819.549374,318,49.079787
571.242968,195,49.648201
479.285685,170,49.767182
515.102444,201,49.911598
721.793946,254,50.095684
569.577126,199,50.238801
348.233858,150,50.343379
653.992369,225,50.501322
365.377318,148,50.607747
818.806321,286,50.820466
354.191144,137,50.91781
577.983508,196,51.295089
857.399476,299,51.594187
544.57588,193,51.786113
278.935758,131,51.91104
903.640935,322,52.155445
600.082559,216,52.305452
532.603085,191,52.44161
541.877396,201,52.603352
784.708173,302,52.829201
496.194627,182,53.178705
504.587183,177,53.30017
600.286365,212,53.450745
493.0814,183,53.584036
599.892235,226,53.738399
563.446772,188,53.872648
853.165342,306,54.102602
534.699317,190,54.246214
595.999009,224,54.404077
696.185679,283,54.794939
468.254305,177,54.915616
561.129816,200,55.052151
524.7004,182,55.175147
519.833497,184,55.299702
1040.978258,358,55.542156
686.987112,235,55.701509
395.575564,144,55.798821
623.858147,222,55.949987
1068.353065,374,56.40034
582.814267,203,56.538201
428.729497,157,56.645102
550.537257,192,56.775755
824.570563,280,56.965867
620.282785,227,57.120034
818.277156,297,57.321494
667.855143,240,57.484339
613.84221,228,57.639626
520.976861,180,58.242631
566.483379,202,58.382619
403.21413,146,58.482794
382.821268,143,58.580914
426.72108,163,58.692025
494.537223,173,58.81009
392.2659,155,58.916015
409.720398,158,59.025112
477.413663,171,59.14212
526.918403,190,59.272128
499.493675,184,59.397626
383.515868,150,59.499787
408.383804,160,59.809815
388.320627,141,59.905934
397.321965,157,60.012794
523.184084,178,60.134363
408.948216,151,60.237501
384.729368,146,60.336915
409.67276,154,60.4414
262.520075,119,60.522936
488.080512,172,60.639966
386.458567,149,60.741372
427.505423,155,60.846892
518.469788,178,60.968144
453.481586,160,61.077233
508.854309,173,61.440244
429.978713,154,61.570321
378.709746,136,61.669138
391.947828,155,61.781325
479.611942,172,61.899856
565.591127,200,62.036886
402.981507,164,62.148524
546.57244,186,62.275817
416.773007,150,62.379598
608.856619,223,62.532254
599.176034,213,62.679194
494.509236,176,62.816978
469.933971,169,63.291279
379.840837,137,63.429007
475.671123,166,63.591755
541.181198,193,63.773935
427.075662,153,63.886704
555.427181,188,64.026499
406.724461,155,64.137799
393.464485,141,64.242955
432.816633,160,64.358242
523.113118,173,64.491205
547.468494,196,64.634206
545.254133,190,64.77838
599.37883,207,65.135804
709.246901,246,65.310583
657.711467,238,65.479309
594.592296,203,65.631599
535.127058,189,65.767994
627.194342,213,65.920947
622.101207,215,66.072954
568.467603,199,66.215177
517.183266,185,66.347166
262.91205,131,66.905875
504.619328,199,67.044488
792.563749,282,67.240531
924.260916,305,67.453336
857.906386,288,67.651298
1005.278332,394,67.925549
235.349948,132,68.017869
732.234996,240,68.183777
909.311074,287,68.585088
600.782997,205,68.727012
695.669181,243,68.895786
1067.236756,500,69.240552
917.485562,296,69.44511
878.669876,304,69.65502
1052.027366,341,70.098555
1005.283902,336,70.329905
943.331961,313,70.545945
785.417934,253,70.719822
825.051442,268,70.905873
673.676222,223,71.059774
802.171963,253,71.234454
652.922445,216,71.384595
778.067155,240,71.753092
715.281296,233,71.913555
847.225415,312,72.129612
637.28952,259,72.308562
1167.772704,417,72.595363
622.712277,213,72.742019
647.710647,220,72.893724
666.877731,235,73.057032
1300.289797,500,73.603579
847.853469,270,73.790425
802.877714,242,73.957368
684.911785,235,74.120317
1177.146663,397,74.394741
694.10731,244,74.563131
1189.374203,387,75.408362
653.71555,285,75.605278
768.538184,277,75.795849
748.109293,244,75.963358
1310.455817,473,76.287864
1062.846607,348,76.526959
293.845952,140,76.831542
502.634161,183,76.957189
1224.634195,491,77.294072
972.070452,336,77.524289
1287.67889,423,77.814634
970.022816,339,78.047318
1043.14458,391,78.515783
153.471264,84,78.574741
895.317376,298,78.780158
1040.746893,361,79.030478
871.465908,310,79.24522
1049.344494,329,79.4713
406.737093,180,79.595252
701.871469,257,79.774108
1272.538199,483,80.307411
1005.87686,349,80.547568
1131.185549,500,80.891855
1052.279287,364,81.142096
951.071923,319,81.361995
1154.717295,406,81.841152
860.868937,284,82.038235
998.717968,351,82.279753
831.928391,280,82.473061
527.062363,230,82.632545
784.293775,274,82.820977
785.227275,276,83.649369
1412.233467,484,83.981132
1311.066324,500,84.324062
1095.029921,383,84.587085
372.030062,167,84.702257
382.706525,165,84.815806
287.391428,136,85.109324
1101.834043,407,85.389735
344.008647,147,85.490084
320.121914,140,85.587752
704.924983,257,85.763589
368.204349,170,85.880958
967.018175,324,86.102943
1329.968913,480,86.433348
131.615374,70,86.684261
1403.724471,500,87.029008
718.86203,250,87.200802
923.038091,320,87.421405
1346.427311,473,87.745627
517.252476,196,87.880906
1405.464403,500,88.428291
1286.329609,461,88.743499
690.855371,247,88.913502
1355.951724,485,89.244928
469.319458,203,89.384581
1129.150013,394,89.654044
388.686554,176,89.975377
512.210423,199,90.113333
829.237522,316,90.33084
1189.291867,414,90.614934
739.670762,274,90.803009
714.553258,257,90.980705
769.077326,273,91.168152
623.110635,225,91.839753
810.503498,286,92.037294
600.53215,209,92.179978
577.111601,210,92.324106
638.470514,219,92.474775
599.554089,219,92.624909
545.898503,191,92.757011
729.492072,251,92.929009
367.61154,144,93.029577
628.987804,218,93.379184
677.269058,235,93.541689
656.940735,235,93.704014
611.233627,215,93.85183
700.212912,253,94.025602
512.561816,181,94.151017
579.787935,210,94.295426
678.185848,239,94.460879
694.765653,250,94.632011
527.319503,200,94.971606
660.639195,224,95.1261
619.395674,218,95.277429
740.858102,245,95.447304
653.412993,226,95.602631
358.576718,140,95.699183
599.695084,210,95.843567
593.060949,201,95.98231
638.67922,224,96.13678
722.817431,247,96.3064
894.69384,318,96.726309
464.043595,170,96.843693
401.118927,156,96.951514
961.079013,331,97.178913
519.753022,198,97.315433
849.988442,297,97.520064
389.70033,171,97.638896
931.235792,330,97.866254
803.31781,297,98.269175
789.423479,280,98.46109
639.123851,225,98.615559
709.084815,238,98.780134
782.769082,267,98.964691
778.410202,272,99.151371
725.403173,260,99.331553
383.677782,151,99.434985
643.438948,216,99.999027
764.424259,266,100.181576
679.610487,230,100.339993
798.851796,262,100.520439
679.550771,231,100.680571
961.73418,326,100.905632
949.543513,330,101.132628
963.694337,327,101.559679
767.798022,254,101.735747
272.533614,131,101.827835
1095.863837,359,102.074271
719.946571,247,102.24476
878.800649,301,102.452583
780.299741,266,102.634951
697.370345,222,102.788515
690.916645,223,103.151231
926.322065,308,103.363842
974.339911,329,103.590234
659.540659,217,103.740145
769.715181,272,103.927984
767.005508,262,104.109141
773.096404,273,104.296832
899.492402,319,104.721909
822.45902,282,104.915067
818.693811,267,105.099994
754.018202,241,105.266442
695.996601,231,105.425745
962.087529,363,105.675111
1001.913744,336,105.906221
722.401412,242,106.074284
1116.038017,378,106.534612
834.790228,276,106.724072
1022.068001,338,106.957671
919.540096,308,107.171136
748.86039,255,107.346524
693.396364,230,107.505393
200.189163,93,107.570642
754.803519,245,108.202697
1199.636509,403,108.478903
1268.060378,447,108.786011
1126.783942,377,109.04611
1352.46402,500,109.39079
1341.610277,476,109.919113
1373.813067,500,110.265007
763.865215,294,110.466724
686.593929,252,110.641963
735.460969,254,110.816901
950.14508,313,111.032782
829.954913,322,111.458946
1294.570803,477,111.788511
251.495144,124,111.874336
1168.982739,459,112.191911
1165.820337,388,112.460565
197.994001,104,112.532557
1292.050578,500,113.074722
900.18266,344,113.312414
632.27591,252,113.485502
1238.400036,429,113.779533
683.526183,245,113.948065
752.843631,263,114.128635
1356.335095,464,114.647704
986.198441,351,114.890586
1001.670869,354,115.13387
1381.64597,500,115.478663
897.549421,326,115.704072
1117.63664,347,116.525089
292.111627,136,116.619283
292.343005,139,116.714814
791.712249,247,116.886698
719.749512,323,117.110171
288.704629,133,117.20219
769.869853,238,117.366038
645.299592,227,117.522589
962.123904,313,117.936131
957.96996,312,118.151656
997.23209,333,118.381054
706.510797,232,118.540998
745.646945,260,118.720652
1196.433261,397,118.993153
941.03955,309,119.206155
1188.708976,393,119.678661
575.512173,186,119.807648
737.383568,240,119.973414
897.2663,287,120.172632
816.27301,253,120.346728
962.006993,314,120.563719
506.600317,188,120.694193
612.106011,196,120.830304
804.974285,261,121.209869
737.506937,251,121.38274
721.437956,259,121.560273
745.858095,237,121.723434
725.881327,237,121.887691
856.16349,278,122.078819
1064.03706,344,122.3161
810.922246,254,122.492296
762.931711,237,122.857986
780.264713,261,123.03923
784.75106,251,123.212692
785.17146,244,123.380325
820.617456,257,123.558394
1261.73798,408,123.839104
772.481287,242,124.006628
807.586971,259,124.679354
1083.255221,331,124.909463
548.660778,227,125.06775
766.967215,257,125.246254
955.798802,299,125.454556
1073.411864,362,125.705888
268.384072,135,125.799695
982.204917,358,126.252354
836.265922,256,126.428106
267.421997,139,126.525244
1147.097901,408,126.8059
1225.918344,390,127.075214
725.752835,246,127.244267
780.327253,248,127.414627
1034.677638,344,127.854742
1276.160395,417,128.142643
1168.759125,365,128.394066
1021.714013,319,128.614498
1017.393475,330,128.842128
808.576601,267,129.027093
906.191538,291,129.426749
1036.65222,327,129.652255
1391.697888,500,129.995756
774.778463,237,130.159407
1320.040334,421,130.448681
934.554926,295,130.652562
1336.544629,436,131.150056
1086.232655,332,131.378419
1176.126307,399,131.652486
1421.998907,459,131.968313
1112.266738,353,132.210995
824.054233,256,132.951313
1122.724259,344,133.187315
1131.677795,355,133.431769
944.348579,322,133.652234
685.297307,213,133.798995
1219.757678,408,134.079543
720.581999,281,134.476296
1006.985085,323,134.698064
811.272905,269,134.884252
1434.305338,434,135.182415
877.977375,287,135.379627
823.267477,267,135.563941
1032.2087,325,135.787139
816.157496,259,136.170021
776.559702,244,136.338273
1149.765548,358,136.583905
792.749966,255,136.758791
821.917287,266,136.943284
752.313789,244,137.110865
839.90981,254,137.285491
804.227513,257,137.663097
1042.001173,350,137.904194
762.690049,238,138.068963
864.885315,261,138.247368
786.849267,272,138.433884
864.730121,270,138.620116
815.489272,280,138.811241
1127.501261,363,139.263356
803.032731,266,139.448268
905.374287,270,139.633572
788.650561,250,139.806405
1228.038476,401,140.081485
1013.206768,316,140.29936
833.04072,266,140.481792
1281.855564,403,141.35017
1356.209573,431,141.64567
1167.889451,379,141.905262
1149.531112,364,142.15463
1024.371288,359,142.402271
982.449072,324,142.82912
226.632391,110,142.904785
784.725918,263,143.086084
1474.410935,500,143.42844
1504.006064,500,143.772831
919.758731,296,143.974693
1190.215028,425,144.469052
109.816555,61,144.510566
1065.784614,333,144.73902
1412.303103,482,145.069768
158.346234,77,145.122118
1256.679549,500,145.465718
1507.3846,500,146.009893
853.512188,277,146.200857
827.469002,278,146.390751
1100.86798,354,146.633345
862.973041,300,146.839051
827.460912,257,147.01551
816.270556,264,147.197127
767.301778,261,147.575702
1238.221169,414,147.859079
832.001054,265,148.041326
1340.871517,500,148.383955
806.152092,276,148.574167
803.019485,273,148.760891
458.917882,150,149.368533
511.885478,165,149.483474
559.712142,186,149.612211
424.121666,146,149.712827
443.486825,148,149.814883
563.572596,181,149.939954
569.506882,195,150.073905
510.908724,176,150.194928
449.262499,158,150.304572
507.412257,169,150.420406
523.044091,184,150.547476
465.797215,161,150.658212
585.849311,199,150.999641
480.499072,154,151.105299
580.893972,196,151.240577
458.083133,162,151.351588
554.467742,185,151.480322
500.14964,169,151.597725
500.432231,165,151.710778
504.094608,172,151.830381
540.360411,182,151.955113
434.75092,159,152.066147
486.172528,156,152.17327
536.127663,180,152.501979
558.806838,182,152.626326
619.86022,206,152.768977
567.227925,192,152.901276
602.278593,191,153.032278
528.9845,167,153.146757
527.308182,173,153.266335
555.316576,193,153.398225
628.582292,201,153.53717
528.010773,180,153.661738
561.280283,177,153.783049
541.333461,169,153.900472
583.554909,197,154.235409
508.15756,175,154.357273
598.524265,207,154.5007
537.369675,177,154.622684
466.299748,157,154.731832
553.082599,189,154.862881
548.149381,182,154.988559
578.838787,194,155.123281
484.647176,172,155.243708
374.466066,137,155.338601
541.394938,185,155.46697
523.862517,178,155.788692
550.181971,184,155.915536
567.724544,195,156.050593
552.760569,184,156.178255
746.250926,232,156.337963
591.139544,185,156.466175
541.994337,180,156.589651
543.011391,184,156.71771
545.239846,179,156.842289
572.199754,191,156.973204
725.486218,229,157.131361
608.136839,203,157.638398
614.042529,197,157.775239
569.642802,192,157.908562
