#{"t_start": 1656951282.7035306, "env_id": "CustomHopper-source-v0"}
r,l,t
7.489611,11,1.445727
7.7236,11,1.453792
13.461576,14,1.463678
5.046785,9,1.662198
76.294854,44,1.692858
96.9866,55,1.731565
6.801598,10,1.738351
9.097654,13,1.748302
54.390695,36,1.773001
8.772419,12,1.78109
5.818711,13,1.790991
7.444219,11,1.798998
63.720128,36,1.828016
4.94825,8,1.834
7.860723,10,1.840915
22.786161,23,1.856587
81.117645,58,1.900187
30.394568,27,1.924706
25.628055,45,1.965412
10.130472,23,1.982064
7.854344,10,1.989114
74.225007,46,2.022368
7.784763,18,2.035182
19.782246,19,2.050532
25.62465,32,2.074824
14.489889,15,2.087805
115.987972,56,2.132115
25.936828,25,2.152552
11.903157,12,2.16119
8.191551,18,2.174404
18.856329,23,2.190367
24.404716,25,2.208856
56.874943,33,2.231447
30.37512,29,2.252239
8.107285,20,2.266034
75.13051,40,2.29354
23.48093,27,2.31259
15.564481,19,2.325791
52.687173,30,2.347431
7.62639,11,2.354985
95.434669,51,2.391036
29.868659,29,2.41127
128.302987,70,2.460618
46.032393,32,2.482618
68.652461,37,2.508549
9.570431,15,2.519023
20.094233,20,2.532869
4.086989,10,2.540717
6.85527,12,2.548943
6.226111,23,2.56487
70.488171,41,2.594158
133.740021,63,2.637975
5.865999,10,2.644849
6.748055,10,2.651815
25.225674,22,2.667803
8.958256,13,2.676809
11.129073,13,2.685909
11.778916,13,2.694828
75.544881,39,2.722546
7.568197,10,2.729464
18.8616,32,2.75239
28.228821,29,2.772314
13.768246,17,2.784132
7.461646,12,2.793403
16.678413,17,2.805078
15.046026,15,2.815321
3.840441,9,2.821694
17.599805,27,2.84195
3.774342,8,2.847568
75.200499,41,2.876667
26.85926,24,2.893092
9.97981,12,2.901512
63.546232,48,2.935042
8.563179,13,2.943965
6.939729,13,2.952852
9.090137,19,2.966759
66.099607,36,2.991457
107.251676,61,3.033803
5.188343,13,3.043418
7.414465,10,3.050142
5.525741,25,3.067369
6.131405,9,3.073427
77.414041,41,3.102263
25.217409,43,3.13278
55.907555,30,3.354544
63.672499,42,3.383995
17.309424,20,3.397844
116.629378,78,3.452139
100.12484,61,3.495124
10.853849,19,3.509011
60.100171,34,3.532306
52.468879,29,3.552797
59.093455,31,3.57394
9.554186,20,3.588657
78.28923,48,3.621901
110.404454,68,3.669595
97.602254,66,3.715534
11.574553,14,3.72499
56.305129,31,3.746324
79.209594,41,3.774837
73.656208,38,3.801852
8.017073,20,3.815561
68.644479,36,3.841301
148.238864,72,3.891653
51.773015,51,3.92772
11.23061,12,3.935885
104.927621,58,3.976332
101.907495,50,4.011238
47.747318,38,4.037482
44.60754,36,4.063293
6.485165,14,4.072868
70.878267,38,4.100038
100.197205,63,4.144173
50.155635,27,4.162454
14.198257,13,4.172391
12.663453,14,4.181768
8.872808,10,4.188649
59.813189,33,4.211707
72.802185,42,4.241172
80.936027,41,4.270531
87.752645,53,4.307503
20.404399,22,4.322769
62.025098,34,4.347166
84.346233,43,4.376948
62.859524,36,4.402135
34.858286,35,4.426879
13.197669,17,4.4386
97.9698,48,4.472281
16.475572,17,4.484149
78.625535,58,4.52453
6.689612,11,4.532054
81.39997,54,4.570231
74.688366,39,4.59805
62.769028,35,4.62194
113.381359,85,4.682271
10.035461,13,4.69102
54.598911,31,4.712919
62.455965,36,4.737498
29.357634,24,4.755133
16.914674,16,4.765969
63.252513,35,5.015729
75.773759,40,5.047321
81.784409,80,5.102999
109.641575,57,5.142637
90.252234,50,5.178025
74.575849,41,5.206284
43.879525,25,5.22419
79.849447,44,5.255395
63.85687,36,5.279714
82.061441,57,5.320174
114.337792,62,5.363506
88.363995,43,5.394657
83.86378,57,5.434506
75.593258,41,5.463668
95.472344,49,5.496733
86.598468,48,5.530582
93.484851,50,5.565212
65.932583,38,5.592246
36.035159,41,5.620405
101.771205,56,5.660047
87.927492,61,5.703092
115.990164,56,5.742308
38.49141,30,5.763524
74.958494,39,5.790213
80.504388,44,5.821083
92.127642,49,5.855498
83.981059,49,5.88947
150.780128,92,5.953061
63.87844,36,5.978661
62.066578,33,6.001852
92.352212,49,6.035764
84.144015,45,6.067081
4.252192,33,6.090679
113.470189,70,6.139596
147.206494,80,6.194826
81.36934,51,6.230815
91.772972,59,6.272278
88.451486,63,6.316637
92.64887,55,6.355521
6.466728,10,6.362347
77.378893,43,6.392503
116.811154,58,6.631969
93.89064,48,6.665449
69.821734,40,6.69416
64.402263,36,6.719569
81.250417,45,6.751223
78.538142,51,6.78676
156.412241,75,6.839835
111.935232,64,6.884862
228.906195,120,6.968816
129.141462,72,7.018459
118.494517,59,7.059285
63.638216,35,7.083416
68.333995,38,7.11011
144.97763,72,7.159745
122.46427,61,7.202046
141.245456,66,7.24795
87.25266,56,7.28741
100.667502,53,7.324561
25.605179,25,7.342571
74.408937,47,7.374447
144.406803,74,7.426901
60.159021,35,7.451128
90.650366,50,7.486302
119.536802,61,7.528643
237.922224,127,7.617347
131.065936,62,7.660378
88.583671,54,7.698405
89.352231,55,7.737148
45.15635,25,7.755365
107.897036,62,7.798962
187.787025,87,7.85912
75.516837,41,7.888145
11.568484,13,7.897174
96.299867,52,7.934034
96.84785,54,7.971922
155.096509,75,8.023918
74.667331,45,8.055604
222.323841,99,8.323398
136.571877,72,8.373697
232.768385,110,8.450808
134.1801,70,8.499051
127.086358,67,8.545362
52.766202,33,8.568107
149.767954,76,8.620265
162.44777,80,8.675973
87.77745,47,8.707578
82.149029,44,8.738153
112.828113,56,8.776811
86.519663,51,8.812568
116.995315,61,8.8549
254.475244,127,8.943425
82.085334,46,8.975248
167.316493,77,9.028098
20.12166,19,9.040998
107.362676,57,9.080667
121.397751,61,9.123155
54.925465,31,9.145314
220.04238,96,9.21219
44.204428,34,9.235987
137.052078,68,9.283447
50.721626,30,9.304955
129.25795,70,9.353637
97.331623,52,9.389783
110.465815,58,9.429965
144.694983,79,9.484704
85.746215,46,9.516417
106.317025,57,9.555973
231.657294,98,9.623012
153.280212,75,9.675782
229.959762,106,9.977309
77.42833,70,10.025792
90.034892,50,10.060633
213.265128,96,10.12668
229.577108,120,10.210377
80.549585,46,10.242695
208.039353,91,10.306368
214.54419,103,10.377625
141.308786,70,10.427282
275.534571,138,10.522233
152.739364,78,10.576028
230.876247,100,10.645218
134.871253,79,10.700727
221.336678,99,10.769583
66.226014,38,10.795479
92.429063,52,10.831865
134.314162,68,10.878712
94.697668,53,10.915443
150.071543,79,10.970607
109.318095,60,11.012033
149.599646,72,11.061522
170.3834,83,11.119087
116.56942,63,11.162943
79.906996,44,11.193686
250.56451,113,11.272402
229.703749,102,11.548103
108.143966,57,11.587025
123.586351,65,11.63293
245.475472,101,11.702767
64.62465,38,11.72992
200.447517,105,11.803073
225.630926,112,11.880889
194.490937,92,11.944957
213.402937,100,12.01439
214.761368,102,12.08417
167.331264,81,12.141275
226.751575,104,12.21265
198.297866,96,12.279265
226.98636,107,12.354453
227.733705,103,12.425442
78.377273,45,12.456601
186.840734,84,12.515824
207.947444,103,12.586778
168.582112,82,12.64485
196.336412,88,12.705566
228.759969,105,12.779157
225.112463,102,12.850887
202.010926,90,12.91298
240.73153,108,13.190648
228.752589,106,13.265542
200.952305,89,13.327802
213.313734,102,13.399523
207.900699,92,13.4633
189.880153,87,13.524681
213.129595,91,13.588195
201.255155,91,13.652673
220.828624,98,13.721157
239.076979,110,13.797309
222.9825,99,13.867248
198.73706,87,13.928708
204.790209,102,13.999391
220.388636,108,14.074677
78.307891,51,14.110739
211.620007,92,14.175317
180.782836,86,14.234848
266.652195,114,14.313859
186.919329,87,14.374271
195.058504,84,14.433089
218.803471,100,14.502728
241.859626,104,14.576029
203.472093,87,14.909427
238.613656,102,14.980995
211.588402,91,15.044644
120.482215,69,15.093242
203.811288,94,15.159434
221.845394,101,15.230129
51.313568,33,15.252887
198.985547,89,15.316167
204.553263,95,15.382659
116.586175,60,15.426625
227.027217,105,15.500355
103.107603,54,15.53835
231.983828,98,15.608067
212.906001,94,15.673279
230.591189,107,15.748955
232.486935,104,15.822372
216.014193,95,15.889367
242.507413,104,15.961038
197.243313,87,16.022322
133.825933,68,16.070195
230.554847,104,16.143929
53.845286,36,16.168496
209.877255,91,16.232727
238.173853,106,16.503644
213.920342,95,16.570606
242.018569,107,16.645233
203.16399,93,16.709694
236.536423,105,16.783352
232.554826,102,16.854479
236.337641,109,16.930873
254.504546,103,17.001806
214.794407,94,17.06772
238.864508,104,17.141352
235.9637,108,17.21619
152.212663,73,17.267366
205.519165,91,17.330924
205.592349,93,17.395934
198.137007,83,17.453682
208.585982,97,17.521575
161.901771,77,17.575327
217.442818,96,17.64246
216.306905,94,17.707726
244.831425,112,17.78555
102.35013,53,17.82222
218.792489,97,17.890118
217.273019,96,18.154463
208.653467,94,18.219558
200.135216,84,18.27855
218.473151,95,18.344603
209.705188,87,18.405569
276.299247,119,18.488624
266.60774,110,18.565531
220.946768,101,18.635343
236.710092,100,18.705498
230.46668,104,18.778718
209.518948,90,18.841513
209.005971,90,18.906237
277.156981,116,18.987274
242.053446,102,19.0588
252.912896,101,19.130446
237.136449,110,19.207577
211.011679,89,19.270973
254.508456,112,19.349783
205.579706,98,19.41838
244.966691,109,19.494452
278.453035,123,19.905969
237.071262,110,19.982703
258.201858,112,20.060355
279.078817,120,20.144129
334.329278,147,20.244977
312.727387,131,20.335254
197.492383,95,20.401783
264.60718,115,20.481973
248.483007,103,20.552437
211.395651,104,20.624356
260.065884,124,20.71059
258.992533,132,20.801288
126.865218,62,20.843935
235.352055,107,20.918056
247.975164,104,20.990103
299.377864,124,21.076196
287.873586,115,21.155263
149.812982,74,21.206366
294.794926,122,21.496604
294.52415,128,21.590157
310.048689,129,21.680164
301.036903,136,21.773981
162.022089,84,21.831846
199.471042,100,21.901736
231.797767,108,21.975277
185.127489,87,22.035662
347.627844,158,22.144689
145.609563,79,22.198743
361.444173,164,22.312406
216.603609,100,22.381508
283.839067,130,22.471173
312.395261,134,22.564745
342.819921,155,22.670532
255.559496,122,22.757235
265.525854,124,22.848644
372.997452,166,23.180184
338.836873,149,23.284096
316.868132,141,23.384978
297.381526,126,23.473447
333.081915,132,23.566533
331.15967,142,23.667202
277.999796,114,23.746882
327.481628,135,23.842753
311.720373,142,23.94193
371.703153,159,24.054252
327.513884,135,24.14855
302.474621,148,24.252479
315.883857,142,24.353505
326.835879,141,24.452566
245.996985,124,24.933754
69.65545,42,24.962505
324.284367,134,25.057716
314.886477,144,25.158667
345.673195,159,25.270693
351.940767,158,25.381464
349.374468,140,25.480759
315.362505,135,25.575522
334.869059,150,25.681558
339.519115,150,25.786111
349.795127,148,25.889333
322.709102,131,25.980227
332.376018,140,26.076427
348.146254,145,26.176445
291.620357,121,26.260702
359.604624,158,26.576848
358.189454,148,26.679746
129.664473,71,26.729689
167.377607,80,26.784778
359.659934,148,26.886937
385.504655,159,26.996765
311.408407,135,27.090102
318.880843,135,27.183897
355.107295,151,27.28828
213.892962,99,27.357191
459.263398,186,27.484753
156.074592,74,27.535985
320.783361,143,27.63448
322.534129,139,27.730926
345.202402,146,27.831244
317.962864,137,28.132504
369.208533,160,28.243045
302.570751,131,28.333846
319.250241,140,28.430116
313.503775,138,28.526291
273.5668,109,28.600677
333.172296,146,28.702261
312.157291,145,28.80239
233.02518,107,28.876654
312.919947,136,28.970693
309.315046,125,29.056879
368.25695,160,29.167984
319.858143,140,29.265188
307.806154,126,29.352417
333.037474,141,29.450658
320.057278,140,29.937418
351.544848,139,30.035949
352.615781,142,30.134834
348.887035,141,30.236386
261.368478,123,30.322445
328.97364,143,30.423575
357.951264,140,30.520894
338.462335,149,30.626644
430.969883,157,30.73727
345.733892,143,30.837485
339.150983,153,30.945969
339.563678,138,31.042222
346.292536,138,31.138189
343.162373,142,31.237937
324.18775,138,31.533215
355.738619,163,31.646728
341.857437,144,31.747794
328.232669,142,31.847052
336.709664,142,31.946976
417.844369,177,32.069935
460.118123,186,32.198929
386.696909,166,32.31437
338.289644,146,32.417137
401.934095,161,32.529423
496.501044,196,32.665976
339.106602,136,32.76039
371.661916,149,32.864139
344.034549,145,33.166203
339.90748,142,33.266601
301.566278,135,33.360946
377.720191,148,33.463933
388.580631,157,33.574445
356.959251,147,33.67695
459.952027,164,33.790959
347.178326,140,33.887594
339.11258,145,33.988608
362.732861,146,34.089788
369.557104,144,34.189295
639.432219,216,34.340523
539.833316,189,34.47045
431.176505,164,35.002578
413.237176,164,35.116917
242.580518,114,35.195504
366.7409,155,35.303793
429.474928,163,35.417291
322.608267,145,35.517723
366.444161,135,35.612098
367.872337,149,35.715717
314.571228,142,35.814717
346.557367,147,35.918442
360.454068,137,36.014984
414.653134,153,36.121459
546.8874,193,36.255175
485.987016,185,36.583242
422.321753,161,36.694585
384.796615,143,36.794504
381.875472,148,36.897446
452.075879,170,37.015694
400.659574,151,37.121149
373.071231,141,37.219086
405.052343,152,37.324794
546.939982,199,37.462212
399.861409,149,37.567657
379.444714,146,37.6728
382.19592,149,37.775967
435.688872,158,37.886055
615.142046,207,38.231641
409.385634,153,38.338035
514.24496,182,38.470433
572.135073,188,38.600946
583.028098,219,38.752876
392.91993,157,38.861994
434.454589,171,38.980966
481.25664,165,39.09605
437.606706,157,39.205438
440.99903,158,39.315388
394.026116,157,39.425511
506.884477,174,39.547229
395.209395,166,39.99694
311.022539,144,40.096668
352.941285,148,40.199339
433.200809,184,40.32636
307.446086,139,40.423357
776.958287,263,40.605381
499.245548,193,40.746344
785.418241,289,40.945545
325.456252,131,41.036946
584.965959,205,41.178533
668.2635,280,41.577313
608.935924,215,41.727875
280.596017,132,41.819445
619.277223,214,41.968271
261.757272,126,42.055711
286.666882,125,42.142614
538.680173,244,42.311692
316.567939,128,42.399507
274.060832,132,42.492527
579.358772,205,42.634138
500.134893,207,42.77639
579.928583,200,42.9151
376.214406,164,43.232923
355.399993,151,43.338928
1192.109487,416,43.625396
471.890745,187,43.754886
502.738916,197,43.88989
452.365458,187,44.019032
417.156834,172,44.137722
626.242153,227,44.293784
353.504578,137,44.388824
500.805294,191,45.142349
541.512618,181,45.267929
789.480453,277,45.459359
862.374195,300,45.66767
634.236752,217,45.818212
386.659218,159,45.929806
556.169833,202,46.069379
675.861881,253,46.244716
309.83591,128,46.334195
656.788732,230,46.69496
636.542986,212,46.845163
539.253282,175,46.967849
271.973633,122,47.0537
297.466778,127,47.142055
240.619414,117,47.225737
643.218868,220,47.382201
588.38893,211,47.530109
426.724263,164,47.645738
587.916693,213,47.794668
835.577347,281,47.991225
645.449618,228,48.348049
634.004309,209,48.492479
863.19763,298,48.697737
529.09831,201,48.837193
828.702577,285,49.034163
662.240293,229,49.19303
866.297826,276,49.38362
642.897103,209,49.528309
585.517864,211,49.67467
555.071883,190,50.277227
553.193716,189,50.408293
466.237512,179,50.532629
558.630893,199,50.670542
450.817025,154,50.777227
609.799402,226,50.933363
609.758478,219,51.0853
469.842973,178,51.209954
553.350969,204,51.351871
578.327877,211,51.496087
569.478367,205,51.838524
742.72648,256,52.01789
569.532961,210,52.165229
597.266013,205,52.309381
694.667307,262,52.492934
561.951962,194,52.628983
604.730577,205,52.772949
796.698465,278,52.967109
582.976596,216,53.11858
480.449895,175,53.438023
714.799603,236,53.601426
991.987559,332,53.831011
618.741323,222,53.985228
781.082312,276,54.177006
538.546908,207,54.320431
570.665448,207,54.463392
510.269731,193,54.596848
380.110824,143,54.695543
715.728222,254,55.302703
574.934365,201,55.44139
554.774628,210,55.585925
922.55966,316,55.804535
970.342093,355,56.04965
505.634856,207,56.192563
761.322421,271,56.378288
379.592676,144,56.478836
1239.208564,435,56.983133
615.160271,218,57.132941
546.687432,194,57.268014
662.360778,221,57.419423
1019.974044,358,57.6669
994.869601,317,57.888117
1179.639261,392,58.156378
807.689304,302,58.564878
631.496621,228,58.724219
954.116163,306,58.936631
953.280528,305,59.149481
996.087173,378,59.41345
553.282977,207,59.559299
588.597876,201,59.70016
436.565288,219,60.24444
430.290588,216,60.395263
652.281331,306,60.606546
369.747686,193,60.740728
326.689268,197,60.876814
395.828228,207,61.020148
710.00841,340,61.255268
1168.016357,500,61.797134
983.640188,500,62.144742
726.269055,405,62.424772
1058.229986,500,62.771692
1103.509816,500,63.120722
1212.919785,500,63.668682
1008.633744,500,64.020309
1169.439994,500,64.368599
1174.863013,500,64.727564
1467.67047,491,65.583379
1331.75138,500,65.93097
857.063124,301,66.142237
1112.378561,397,66.419841
1132.949166,397,66.902011
1241.094262,471,67.227779
1422.573229,483,67.559776
711.876076,221,67.713111
1345.335995,486,68.047635
1357.257242,438,68.55539
713.029406,236,68.719822
858.579013,285,68.917767
745.409464,286,69.117664
1496.269978,500,69.463986
942.266732,330,69.694022
1328.770535,500,70.738296
1391.988733,500,71.082481
1003.727555,347,71.321714
1054.436739,500,71.66773
1240.762866,500,72.21868
1131.864604,500,72.564622
998.482574,327,72.790644
1259.869178,443,73.09632
1126.379472,500,73.648812
1186.309197,500,73.996502
1155.054869,398,74.272522
1392.340903,500,74.618924
1251.211081,500,74.965826
640.93657,208,75.613951
609.529554,205,75.75565
505.126687,187,75.885203
491.511968,165,75.999651
776.647135,239,76.165413
982.141912,305,76.375387
666.993172,223,76.529912
1084.266045,336,76.76166
774.538923,236,77.122216
781.666175,245,77.291596
850.601373,274,77.479108
926.199099,291,77.678574
752.0255,230,77.8359
615.140183,215,77.982961
616.454073,197,78.118562
737.289431,234,78.278296
902.84586,294,78.479165
525.116543,164,78.790277
905.426386,287,78.987007
682.087687,227,79.143079
783.670327,258,79.321734
652.311656,224,79.475939
778.960393,256,79.652531
615.666143,205,79.796248
710.845673,234,79.957367
972.344168,307,80.766444
511.272713,174,80.887085
887.907991,292,81.089829
698.057596,217,81.239368
637.004342,200,81.378823
791.542437,238,81.543863
656.713525,206,81.68596
793.612365,237,81.84978
907.102163,285,82.24518
693.459971,225,82.399977
790.549674,255,82.57692
842.070956,256,82.753282
855.201671,262,82.93274
623.995351,208,83.076267
690.477096,219,83.227473
771.260189,234,83.38882
980.113288,308,83.800341
1066.776072,338,84.033369
879.885349,259,84.21279
708.21978,221,84.365584
1088.759779,355,84.610981
823.162924,248,84.782247
839.787242,268,84.968543
938.942149,286,85.166259
685.563411,234,85.820718
689.192541,214,85.967542
772.734277,244,86.135056
289.117823,118,86.216474
723.952203,238,86.379627
1004.037523,280,86.570183
756.881907,223,86.722546
777.397346,232,86.881448
804.587519,232,87.040461
359.157238,142,87.340836
810.600028,238,87.50579
697.557649,233,87.666225
793.929033,247,87.836469
747.161818,246,88.007022
844.830492,264,88.188499
904.122305,282,88.384178
869.487988,282,88.579069
751.546886,227,88.935453
703.377996,226,89.092085
985.477838,316,89.308573
679.907012,216,89.456682
1182.847247,372,89.711933
812.438945,278,89.902234
1053.652486,332,90.130767
1088.826084,348,90.982157
593.214201,203,91.122929
776.655913,235,91.285468
1467.61989,500,91.630423
1128.247757,361,91.878248
1098.160274,366,92.130097
1257.663768,412,92.615629
1011.329779,324,92.838675
709.313542,206,92.979506
858.736015,261,93.158313
858.098741,267,93.342312
931.557355,301,93.549143
1318.054522,500,94.097716
1497.881538,485,94.432449
770.028938,282,94.626831
1418.39863,500,94.972023
561.919658,202,95.112341
776.267495,248,95.284194
1388.203691,484,96.181686
1357.154049,500,96.525239
1371.337554,500,96.870345
606.206552,251,97.046323
1343.482944,500,97.596671
1294.174979,433,97.895081
1236.317191,421,98.18395
1185.810157,387,98.449933
1409.978516,482,98.781543
1467.374829,500,99.32665
1107.960614,367,99.580505
341.914091,157,99.689648
1271.9226,500,100.035445
1032.292029,342,100.273059
616.151656,225,100.429002
572.322252,203,101.096337
743.129141,251,101.270534
821.989275,276,101.460676
604.977768,200,101.599726
784.525815,269,101.786267
775.579746,267,101.971537
653.120863,228,102.129047
815.518567,263,102.311234
284.82661,131,102.60365
792.901029,255,102.779842
454.062796,180,102.904995
814.458695,284,103.100895
595.183477,216,103.250337
595.157155,192,103.382768
752.027744,266,103.566032
843.815189,277,103.755804
779.418135,265,103.939311
724.760359,241,104.303658
781.721344,275,104.494495
513.589431,185,104.623283
751.770786,275,104.814227
627.887471,202,104.95406
600.555685,192,105.087398
527.484778,192,105.220514
514.518343,194,105.356235
599.830944,202,105.496053
1277.213177,422,106.36011
774.529839,240,106.524849
903.255127,291,106.724637
1209.736264,425,107.016913
1379.259396,500,107.360837
1178.862466,356,107.810362
1001.218459,331,108.037778
805.130695,284,108.233978
1065.444175,354,108.476961
1185.175058,378,108.737689
726.280776,225,108.892166
1384.983407,475,109.427104
814.764942,272,109.61843
897.133758,293,109.82283
824.274137,255,109.999663
961.038067,303,110.212097
970.200023,322,110.435554
1377.437609,455,111.512122
1335.245359,500,111.857212
1322.208384,500,112.203844
1451.19614,500,112.548099
1398.363966,439,113.048776
1137.152041,345,113.286241
1527.755379,500,113.631372
1008.783954,309,113.844275
1067.48148,340,114.079663
1058.28477,331,114.512358
1488.858816,500,114.856895
821.885627,262,115.039778
1489.84963,500,115.385325
982.89513,324,115.608927
709.486908,221,116.453046
617.807184,203,116.593073
582.858546,197,116.729599
446.756929,153,116.836247
581.405216,216,116.985989
610.453846,208,117.130173
800.178501,248,117.301399
571.543718,185,117.429654
634.592779,210,117.575303
650.403529,205,117.716365
867.105958,280,118.110247
662.83197,210,118.255882
354.829966,144,118.355153
493.719973,173,118.475013
634.096118,207,118.618672
640.805929,202,118.758328
684.315717,225,118.914387
522.145911,173,119.035385
607.622735,199,119.173389
629.31589,198,119.310086
606.734706,199,119.646439
521.047831,167,119.762537
622.738591,205,119.905055
566.227081,185,120.032747
862.948078,273,120.220654
410.164166,143,120.319666
600.629318,207,120.463507
820.008508,261,120.642756
490.317074,165,120.757091
643.992881,205,120.897914
763.631154,245,121.577966
695.145687,213,121.7243
871.654421,256,121.900545
894.177104,273,122.088474
894.452891,262,122.268374
904.994072,290,122.468364
873.887545,261,122.648375
1125.316415,340,123.083085
796.096073,238,123.248671
584.0067,200,123.388341
442.113547,150,123.492584
818.342726,252,123.667996
600.215845,195,123.802318
760.528826,242,123.969627
719.70256,226,124.126747
696.30771,221,124.281337
674.534697,205,124.424405
812.16452,243,124.795935
666.845566,211,124.943832
754.237145,232,125.106905
667.803854,216,125.258345
630.274964,185,125.388823
895.189042,279,125.584305
670.926906,206,125.727233
600.662434,186,125.857126
697.43574,207,126.002017
1062.942572,360,126.7199
1382.735009,500,127.06355
781.276644,247,127.234741
1276.432479,417,127.526848
1362.681969,500,127.870947
1387.575994,500,128.417005
1393.031575,500,128.769013
1524.272395,483,129.108647
1258.963446,401,129.390146
1526.376653,500,129.940708
873.428785,257,130.121403
772.489855,256,130.300287
1070.474006,352,130.543165
1527.904842,500,130.889937
563.770354,179,131.67478
1217.627377,384,131.939616
620.123739,214,132.088641
883.698672,276,132.279075
1071.396478,310,132.493629
794.978306,255,132.669381
542.241534,169,132.78533
1080.678528,344,133.230101
793.376149,240,133.395697
819.666823,250,133.567799
870.030469,252,133.74076
597.194216,207,133.884019
823.432635,247,134.054206
858.538487,251,134.227308
996.542186,291,134.427912
864.40138,266,134.814613
754.784053,226,134.971068
1146.323808,356,135.217099
624.752911,195,135.352282
781.566093,237,135.516401
637.201078,212,135.663594
869.988943,262,135.845807
774.965813,239,136.011495
673.676399,208,136.155378
650.595839,205,136.744306
606.781911,192,136.879656
632.232875,216,137.031446
855.513899,258,137.211732
588.326906,193,137.347887
676.640929,216,137.50009
627.305343,208,137.646667
577.077251,196,137.783069
544.477964,174,137.904819
651.558013,204,138.250038
543.881616,187,138.380967
591.949874,195,138.51705
613.182715,193,138.651569
631.035381,208,138.795129
571.163593,178,138.919237
586.833261,181,139.044883
655.249261,210,139.191166
624.34442,203,139.331671
646.399977,200,139.470596
600.710131,197,139.607559
675.680565,210,139.959689
612.072511,196,140.097448
797.18593,244,140.267078
758.525013,234,140.430238
572.425779,190,140.562593
689.327177,217,140.713295
738.525207,227,140.871414
374.773346,141,140.970839
662.975617,211,141.11871
747.886957,232,141.280742
838.060592,248,141.928273
540.633842,162,142.039989
851.801066,262,142.220814
860.337244,262,142.402202
625.434191,200,142.540684
872.913517,244,142.709502
1258.606492,376,142.969935
856.441547,252,143.145456
883.625178,278,143.535461
809.128128,243,143.703197
626.121589,203,143.843006
1599.85022,500,144.189367
1016.595269,321,144.412531
728.939383,234,144.574367
861.77737,249,144.746356
675.973793,198,145.082048
1147.144172,357,145.329151
1094.590231,327,145.556768
735.830456,222,145.710338
1359.793457,394,145.984417
843.786954,284,146.181145
882.32101,273,146.36987
757.747778,244,147.042789
569.651356,193,147.176846
320.276813,139,147.275651
1025.129629,324,147.500653
561.135631,198,147.638538
754.946527,238,147.803607
261.481117,114,147.883686
729.857079,239,148.048845
581.090865,196,148.185066
635.005976,214,148.538092
422.894676,161,148.651325
779.878424,261,148.83319
589.969831,196,148.970266
649.817152,217,149.121853
703.541111,230,149.282139
232.037259,99,149.351019
901.684131,300,149.561509
1218.445951,391,149.833354
723.586246,236,150.201408
808.146475,275,150.391869
631.806778,210,150.53902
798.848223,255,150.715556
604.45201,211,150.862339
765.402856,249,151.035896
708.753852,231,151.196238
